UniqueID,ParcelID,LandUse,SaleDate,SalePrice,LegalReference,SoldAsVacant,TaxDistrict,Owner_Address,Owner_City,Property_Address,Property_City,LandUse_Grp,SalePrice_Grp,SaleYear
48029,188 10 0A 073.00,VACANT RESIDENTIAL LAND,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,2012 OAK TRAIL  DR,NOLENSVILLE,2012 OAK TRAIL  DR,NOLENSVILLE,LAND,300K-399K,2016
48030,188 10 0A 074.00,VACANT RESIDENTIAL LAND,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,2010 OAK TRAIL  DR,NOLENSVILLE,2010 OAK TRAIL  DR,NOLENSVILLE,LAND,300K-399K,2016
48031,188 10 0A 075.00,VACANT RESIDENTIAL LAND,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,2008 OAK TRAIL  DR,NOLENSVILLE,2008 OAK TRAIL  DR,NOLENSVILLE,LAND,300K-399K,2016
48032,188 10 0A 076.00,VACANT RESIDENTIAL LAND,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,2006 OAK TRAIL  DR,NOLENSVILLE,2006 OAK TRAIL  DR,NOLENSVILLE,LAND,300K-399K,2016
48033,188 10 0A 077.00,VACANT RESIDENTIAL LAND,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,2004 OAK TRAIL  DR,NOLENSVILLE,2004 OAK TRAIL  DR,NOLENSVILLE,LAND,300K-399K,2016
48034,188 10 0A 092.00,VACANT RESIDENTIAL LAND,05/18/2016,"343,430",20160518-0049739,Yes,GENERAL SERVICES DISTRICT,1605 CARSON MEADOWS  LN,NOLENSVILLE,1605 CARSON MEADOWS  LN,NOLENSVILLE,LAND,300K-399K,2016
48716,011 15 0A 004.00,SINGLE FAMILY,05/31/2016,"435,000",20160602-0055827,No,GENERAL SERVICES DISTRICT,119 LAKESIDE  DR,GOODLETTSVILLE,119 LAKESIDE  DR,GOODLETTSVILLE,HOME,400K-499K,2016
48717,015 14 0 045.00,SINGLE FAMILY,05/27/2016,"160,000",20160606-0056507,No,GENERAL SERVICES DISTRICT,7515  GARY RD,JOELTON,7515 GARY  RD,JOELTON,HOME,100K-199K,2016
48718,018 07 0 011.00,SINGLE FAMILY,05/02/2016,"160,900",20160503-0043688,No,CITY OF GOODLETTSVILLE,207  ISAAC DR,GOODLETTSVILLE,207 ISAAC  DR,GOODLETTSVILLE,HOME,100K-199K,2016
48719,018 07 0 064.00,SINGLE FAMILY,05/16/2016,"233,000",20160517-0048930,No,CITY OF GOODLETTSVILLE,511  MATHES CT,GOODLETTSVILLE,511 MATHES  CT,GOODLETTSVILLE,HOME,200K-299K,2016
48720,018 08 0 015.00,SINGLE FAMILY,05/16/2016,"174,900",20160519-0050067,No,CITY OF GOODLETTSVILLE,105  ISAAC DR,GOODLETTSVILLE,105 ISAAC  DR,GOODLETTSVILLE,HOME,100K-199K,2016
48721,025 04 0 060.00,DUPLEX,05/27/2016,"125,000",20160531-0054506,No,CITY OF GOODLETTSVILLE,244  MCCOIN DR,GOODLETTSVILLE,244 MCCOIN  DR,GOODLETTSVILLE,HOME,100K-199K,2016
48722,025 07 0 026.00,SINGLE FAMILY,05/27/2016,"192,000",20160601-0054789,No,CITY OF GOODLETTSVILLE,405  ROSEHILL CT,GOODLETTSVILLE,405 ROSEHILL  CT,GOODLETTSVILLE,HOME,100K-199K,2016
48723,025 16 0 002.00,CHURCH,05/26/2016,"330,000",20160531-0054356,No,CITY OF GOODLETTSVILLE,814  DICKERSON PIKE,GOODLETTSVILLE,814 DICKERSON  PIKE,GOODLETTSVILLE,CHURCH,300K-399K,2016
48724,026 09 0 074.00,SINGLE FAMILY,05/27/2016,"142,000",20160518-0049597,No,CITY OF GOODLETTSVILLE,441  MOSS TRL,GOODLETTSVILLE,441 MOSS  TRL,GOODLETTSVILLE,HOME,100K-199K,2016
48725,032 09 0 011.00,SINGLE FAMILY,05/27/2016,"145,000",20160601-0055026,No,GENERAL SERVICES DISTRICT,1528  FALL DR,NASHVILLE,1528 FALL  DR,NASHVILLE,HOME,100K-199K,2016
48726,033 00 0 186.00,SINGLE FAMILY,05/16/2016,"349,900",20160518-0049456,No,GENERAL SERVICES DISTRICT,1609  WEST RD,GOODLETTSVILLE,1609 WEST  RD,GOODLETTSVILLE,HOME,300K-399K,2016
48727,033 03 0B 042.00,SINGLE FAMILY,05/18/2016,"185,000",20160523-0051455,No,GENERAL SERVICES DISTRICT,110 VINE  LN,GOODLETTSVILLE,110 VINE  LN,GOODLETTSVILLE,HOME,100K-199K,2016
48728,033 03 0B 087.00,SINGLE FAMILY,05/05/2016,"220,000",20160506-0045068,No,GENERAL SERVICES DISTRICT,113 TRAILING BLOSSOM  LN,GOODLETTSVILLE,113 TRAILING BLOSSOM  LN,GOODLETTSVILLE,HOME,200K-299K,2016
48751,026 06 0 113.00,SINGLE FAMILY,05/20/2016,"176,000",20160525-0052604,No,CITY OF GOODLETTSVILLE,507  HANOVER CT,GOODLETTSVILLE,507 HANOVER  CT,GOODLETTSVILLE,HOME,100K-199K,2016
48752,026 07 0 049.00,SINGLE FAMILY,05/16/2016,"154,900",20160517-0049060,No,CITY OF GOODLETTSVILLE,105  AINTREE CT,GOODLETTSVILLE,105 AINTREE  CT,GOODLETTSVILLE,HOME,100K-199K,2016
48753,026 07 0 167.00,SINGLE FAMILY,05/18/2016,"229,900",20160520-0050856,No,CITY OF GOODLETTSVILLE,106  BUCKINGHAM CT,GOODLETTSVILLE,106 BUCKINGHAM  CT,GOODLETTSVILLE,HOME,200K-299K,2016
48754,026 07 0 190.00,SINGLE FAMILY,05/31/2016,"179,900",20160606-0056476,No,CITY OF GOODLETTSVILLE,111  DIGBY CT,GOODLETTSVILLE,111 DIGBY  CT,GOODLETTSVILLE,HOME,100K-199K,2016
50583,018 00 0 136.00,SINGLE FAMILY,06/10/2016,"305,000",20160614-0060196,No,CITY OF GOODLETTSVILLE,522  UTLEY DR,GOODLETTSVILLE,522 UTLEY  DR,GOODLETTSVILLE,HOME,300K-399K,2016
50584,018 07 0 142.00,SINGLE FAMILY,06/07/2016,"279,900",20160610-0059130,No,CITY OF GOODLETTSVILLE,301  MYSTIC HILL DR,GOODLETTSVILLE,301 MYSTIC HILL  DR,GOODLETTSVILLE,HOME,200K-299K,2016
50585,018 12 0 022.00,SINGLE FAMILY,06/06/2016,"172,000",20160606-0056892,No,CITY OF GOODLETTSVILLE,108  FANNIN DR,GOODLETTSVILLE,108 FANNIN  DR,GOODLETTSVILLE,HOME,100K-199K,2016
50586,018 12 0 033.00,SINGLE FAMILY,06/13/2016,"150,000",20160614-0060220,No,CITY OF GOODLETTSVILLE,304  DORR DR,GOODLETTSVILLE,304 DORR  DR,GOODLETTSVILLE,HOME,100K-199K,2016
50587,025 03 0 032.00,VACANT RESIDENTIAL LAND,06/08/2016,"24,400",20160616-0061051,No,CITY OF GOODLETTSVILLE,435  MONCRIEF AVE,GOODLETTSVILLE,435 MONCRIEF  AVE,GOODLETTSVILLE,LAND,Below 100K,2016
50605,026 06 0 006.00,ZERO LOT LINE,06/30/2016,"115,000",20160720-0074872,No,CITY OF GOODLETTSVILLE,112  HABERSHAM CT,GOODLETTSVILLE,112 HABERSHAM  CT,GOODLETTSVILLE,HOME,100K-199K,2016
50606,026 06 0 011.00,ZERO LOT LINE,06/09/2016,"120,000",20160613-0059703,No,CITY OF GOODLETTSVILLE,122  HABERSHAM CT,GOODLETTSVILLE,122 HABERSHAM  CT,GOODLETTSVILLE,HOME,100K-199K,2016
50607,026 06 0 021.00,ZERO LOT LINE,06/07/2016,"85,000",20160613-0059831,No,CITY OF GOODLETTSVILLE,110  BUTLEIGH CT,GOODLETTSVILLE,110 BUTLEIGH  CT,GOODLETTSVILLE,HOME,Below 100K,2016
50608,026 06 0 042.00,SINGLE FAMILY,06/17/2016,"175,000",20160621-0063035,No,CITY OF GOODLETTSVILLE,101  BROCKHAMPTON CT,GOODLETTSVILLE,101 BROCKHAMPTON  CT,GOODLETTSVILLE,HOME,100K-199K,2016
50609,026 06 0A 020.00,RESIDENTIAL CONDO,06/03/2016,"167,000",20160608-0057806,No,GENERAL SERVICES DISTRICT,227 WYNDOM  CT,GOODLETTSVILLE,227 WYNDOM  CT,GOODLETTSVILLE,HOME,100K-199K,2016
50610,026 07 0 075.00,SINGLE FAMILY,06/10/2016,"179,999",20160615-0060722,No,CITY OF GOODLETTSVILLE,121  HEATHCOTE CT,GOODLETTSVILLE,121 HEATHCOTE  CT,GOODLETTSVILLE,HOME,100K-199K,2016
50611,026 07 0 117.00,SINGLE FAMILY,06/15/2016,"174,900",20160616-0061119,No,CITY OF GOODLETTSVILLE,105  SOUTHAMPTON CT,GOODLETTSVILLE,105 SOUTHAMPTON  CT,GOODLETTSVILLE,HOME,100K-199K,2016
50612,026 07 0 128.00,SINGLE FAMILY,06/24/2016,"195,000",20160628-0066032,No,CITY OF GOODLETTSVILLE,109  CAMBRIDGE CT,GOODLETTSVILLE,109 CAMBRIDGE  CT,GOODLETTSVILLE,HOME,100K-199K,2016
51591,188 10 0A 086.00,SINGLE FAMILY,07/22/2016,"170,000",20160726-0076974,No,GENERAL SERVICES DISTRICT,202 BIRDNEST  ALY,NOLENSVILLE,202 BIRDNEST  ALY,NOLENSVILLE,HOME,100K-199K,2016
51967,007 15 0 008.00,SINGLE FAMILY,07/15/2016,"211,500",20160720-0074793,No,GENERAL SERVICES DISTRICT,2001  SADIE LN,GOODLETTSVILLE,1976 SADIE  LN,GOODLETTSVILLE,HOME,200K-299K,2016
51968,018 12 0A 014.00,SINGLE FAMILY,07/20/2016,"175,900",20160726-0076602,No,GENERAL SERVICES DISTRICT,336 DORR  DR,GOODLETTSVILLE,336 DORR  DR,GOODLETTSVILLE,HOME,100K-199K,2016
51969,018 12 0A 048.00,SINGLE FAMILY,07/01/2016,"170,000",20160715-0072739,No,GENERAL SERVICES DISTRICT,371 DORR  DR,GOODLETTSVILLE,371 DORR  DR,GOODLETTSVILLE,HOME,100K-199K,2016
51970,018 16 0 205.00,DUPLEX,07/15/2016,"143,000",20160719-0074416,No,CITY OF GOODLETTSVILLE,225  GRAVES RD,GOODLETTSVILLE,225 GRAVES  RD,GOODLETTSVILLE,HOME,100K-199K,2016
51971,025 08 0 064.00,SINGLE FAMILY,07/13/2016,"149,900",20160714-0072246,No,CITY OF GOODLETTSVILLE,213  SHEVEL DR,GOODLETTSVILLE,213 SHEVEL  DR,GOODLETTSVILLE,HOME,100K-199K,2016
51972,025 16 0 020.00,VACANT RESIDENTIAL LAND,07/08/2016,"30,000",20160711-0070378,No,CITY OF GOODLETTSVILLE,0  DICKERSON PIKE,GOODLETTSVILLE,0 DICKERSON  PIKE,GOODLETTSVILLE,LAND,Below 100K,2016
51973,025 16 0 051.00,SINGLE FAMILY,07/15/2016,"179,900",20160722-0075466,No,CITY OF GOODLETTSVILLE,401  ALTA LOMA RD,GOODLETTSVILLE,401 ALTA LOMA  RD,GOODLETTSVILLE,HOME,100K-199K,2016
51974,026 09 0 060.00,SINGLE FAMILY,07/15/2016,"165,000",20160719-0074017,No,CITY OF GOODLETTSVILLE,401  MOSS TRL,GOODLETTSVILLE,401 MOSS  TRL,GOODLETTSVILLE,HOME,100K-199K,2016
51975,026 13 0 064.00,SINGLE FAMILY,07/12/2016,"239,900",20160715-0073067,No,CITY OF GOODLETTSVILLE,314  DRAPER CIR,GOODLETTSVILLE,314 DRAPER  CIR,GOODLETTSVILLE,HOME,200K-299K,2016
51976,032 09 0 074.00,SINGLE FAMILY,07/18/2016,"155,000",20160721-0075428,No,GENERAL SERVICES DISTRICT,4876  INDIAN SUMMER DR,NASHVILLE,4876 INDIAN SUMMER  DR,NASHVILLE,HOME,100K-199K,2016
51990,026 16 0 047.00,SINGLE FAMILY,07/13/2016,"175,000",20160715-0072691,No,GENERAL SERVICES DISTRICT,2449  MANSKER DR,MADISON,2449 MANSKER  DR,MADISON,HOME,100K-199K,2016
52705,188 10 0A 095.00,VACANT RESIDENTIAL LAND,08/16/2016,"234,611",20160819-0087214,Yes,GENERAL SERVICES DISTRICT,2221 VINEYARD GARDEN  LN,NOLENSVILLE,2221 VINEYARD GARDEN  LN,NOLENSVILLE,LAND,200K-299K,2016
52706,188 10 0A 096.00,VACANT RESIDENTIAL LAND,08/16/2016,"234,611",20160819-0087214,Yes,GENERAL SERVICES DISTRICT,2217 VINEYARD GARDEN  LN,NOLENSVILLE,2217 VINEYARD GARDEN  LN,NOLENSVILLE,LAND,200K-299K,2016
52707,188 10 0A 097.00,VACANT RESIDENTIAL LAND,08/16/2016,"234,611",20160819-0087214,Yes,GENERAL SERVICES DISTRICT,2213 VINEYARD GARDEN  LN,NOLENSVILLE,2213 VINEYARD GARDEN  LN,NOLENSVILLE,LAND,200K-299K,2016
52708,188 10 0A 098.00,VACANT RESIDENTIAL LAND,08/16/2016,"234,611",20160819-0087214,Yes,GENERAL SERVICES DISTRICT,2209 VINEYARD GARDEN  LN,NOLENSVILLE,2209 VINEYARD GARDEN  LN,NOLENSVILLE,LAND,200K-299K,2016
52709,188 10 0A 118.00,VACANT RESIDENTIAL LAND,08/16/2016,"234,611",20160819-0087214,Yes,GENERAL SERVICES DISTRICT,1804 GRACE POINT  LN,NOLENSVILLE,1804 GRACE POINT  LN,NOLENSVILLE,LAND,200K-299K,2016
53116,012 03 0 009.00,SINGLE FAMILY,08/29/2016,"271,500",20160831-0091434,No,GENERAL SERVICES DISTRICT,2013  SUNNYSLOPE LN,GOODLETTSVILLE,2013 SUNNYSLOPE  LN,GOODLETTSVILLE,HOME,200K-299K,2016
53117,015 14 0 053.00,SINGLE FAMILY,08/08/2016,"195,900",20160810-0083381,No,GENERAL SERVICES DISTRICT,7620  GERALD DR,JOELTON,7620 GERALD  DR,JOELTON,HOME,100K-199K,2016
53118,025 04 0 043.00,SINGLE FAMILY,08/05/2016,"57,000",20160811-0083423,No,CITY OF GOODLETTSVILLE,210  W CEDAR ST,GOODLETTSVILLE,210 W CEDAR  ST,GOODLETTSVILLE,HOME,Below 100K,2016
53119,025 04 0 126.00,SINGLE FAMILY,08/19/2016,"231,500",20160830-0090683,No,CITY OF GOODLETTSVILLE,104  ESSEX CT,GOODLETTSVILLE,104 ESSEX  CT,GOODLETTSVILLE,HOME,200K-299K,2016
53120,025 07 0 007.00,SINGLE FAMILY,08/12/2016,"232,000",20160816-0085264,No,CITY OF GOODLETTSVILLE,409  ROSEHILL DR,GOODLETTSVILLE,409 ROSEHILL  DR,GOODLETTSVILLE,HOME,200K-299K,2016
53121,025 08 0 006.00,SINGLE FAMILY,08/01/2016,"185,000",20160804-0080915,No,CITY OF GOODLETTSVILLE,207  ROSEHILL DR,GOODLETTSVILLE,207 ROSEHILL  DR,GOODLETTSVILLE,HOME,100K-199K,2016
53122,025 12 0 029.00,SINGLE FAMILY,08/29/2016,"239,900",20160831-0091435,No,CITY OF GOODLETTSVILLE,107  SHEVEL DR,GOODLETTSVILLE,107 SHEVEL  DR,GOODLETTSVILLE,HOME,200K-299K,2016
53123,033 03 0A 089.00,RESIDENTIAL CONDO,08/19/2016,"125,000",20160825-0089023,No,GENERAL SERVICES DISTRICT,89 ROLLING MEADOWS  DR,GOODLETTSVILLE,89 ROLLING MEADOWS  DR,GOODLETTSVILLE,HOME,100K-199K,2016
53147,026 06 0A 038.00,RESIDENTIAL CONDO,08/25/2016,"144,900",20160831-0091567,No,GENERAL SERVICES DISTRICT,109  CANTON CT,GOODLETTSVILLE,109  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2016
53148,026 07 0 021.00,ZERO LOT LINE,08/03/2016,"133,400",20160804-0081127,No,CITY OF GOODLETTSVILLE,136  CHAMPNEY CT,GOODLETTSVILLE,136 CHAMPNEY  CT,GOODLETTSVILLE,HOME,100K-199K,2016
54042,188 10 0A 121.00,VACANT RESIDENTIAL LAND,09/07/2016,"93,844",20160919-0098411,Yes,GENERAL SERVICES DISTRICT,1709 PARK TERRACE  LN,NOLENSVILLE,1709 PARK TERRACE  LN,NOLENSVILLE,LAND,Below 100K,2016
54043,188 10 0A 122.00,VACANT RESIDENTIAL LAND,09/07/2016,"93,844",20160919-0098411,Yes,GENERAL SERVICES DISTRICT,1713 PARK TERRACE  LN,NOLENSVILLE,1713 PARK TERRACE  LN,NOLENSVILLE,LAND,Below 100K,2016
54582,007 00 0 138.00,SINGLE FAMILY,09/26/2016,"435,000",20160927-0101718,No,GENERAL SERVICES DISTRICT,1864  FOX CHASE DR,GOODLETTSVILLE,1864 FOX CHASE  DR,GOODLETTSVILLE,HOME,400K-499K,2016
54583,007 14 0 024.00,SINGLE FAMILY,09/27/2016,"262,000",20161005-0105441,No,GENERAL SERVICES DISTRICT,1917  GRACELAND DR,GOODLETTSVILLE,1917 GRACELAND  DR,GOODLETTSVILLE,HOME,200K-299K,2016
54584,012 03 0 013.00,SINGLE FAMILY,09/23/2016,"228,000",20160927-0101636,No,GENERAL SERVICES DISTRICT,604  SUNNYSLOPE CT,GOODLETTSVILLE,604 SUNNYSLOPE  CT,GOODLETTSVILLE,HOME,200K-299K,2016
54585,018 07 0 150.00,SINGLE FAMILY,09/30/2016,"228,000",20161003-0103666,No,CITY OF GOODLETTSVILLE,316  MYSTIC HILL DR,GOODLETTSVILLE,316 MYSTIC HILL  DR,GOODLETTSVILLE,HOME,200K-299K,2016
54586,025 07 0 024.00,SINGLE FAMILY,09/29/2016,"190,000",20161005-0105438,No,CITY OF GOODLETTSVILLE,401  ROSEHILL CT,GOODLETTSVILLE,401 ROSEHILL  CT,GOODLETTSVILLE,HOME,100K-199K,2016
54587,025 12 0 033.00,SINGLE FAMILY,09/29/2016,"136,900",20160930-0103073,No,CITY OF GOODLETTSVILLE,709  CERRO VISTA DR,GOODLETTSVILLE,709 CERRO VISTA  DR,GOODLETTSVILLE,HOME,100K-199K,2016
54588,025 12 0 071.00,SINGLE FAMILY,09/29/2016,"200,000",20161003-0103785,No,CITY OF GOODLETTSVILLE,102  ROANOKE DR,GOODLETTSVILLE,102 ROANOKE  DR,GOODLETTSVILLE,HOME,200K-299K,2016
54589,026 09 0 031.00,SINGLE FAMILY,09/15/2016,"274,900",20160916-0097516,No,CITY OF GOODLETTSVILLE,207  CIMA DR,GOODLETTSVILLE,207 CIMA  DR,GOODLETTSVILLE,HOME,200K-299K,2016
54590,032 09 0 076.00,SINGLE FAMILY,09/09/2016,"275,000",20160912-0095759,No,GENERAL SERVICES DISTRICT,4900  INDIAN SUMMER DR,NASHVILLE,4900 INDIAN SUMMER  DR,NASHVILLE,HOME,200K-299K,2016
54591,033 03 0B 023.00,SINGLE FAMILY,09/16/2016,"214,000",20160916-0097806,No,GENERAL SERVICES DISTRICT,129 TRELLIS  WAY,GOODLETTSVILLE,129 TRELLIS  WAY,GOODLETTSVILLE,HOME,200K-299K,2016
54592,033 03 0B 043.00,SINGLE FAMILY,09/15/2016,"214,900",20160921-0099657,No,GENERAL SERVICES DISTRICT,112 VINE  LN,GOODLETTSVILLE,112 VINE  LN,GOODLETTSVILLE,HOME,200K-299K,2016
54610,026 02 0 010.00,SINGLE FAMILY,09/07/2016,"197,000",20160909-0094999,No,CITY OF GOODLETTSVILLE,405  NEWBERRY CT,GOODLETTSVILLE,405 NEWBERRY  CT,GOODLETTSVILLE,HOME,100K-199K,2016
54611,026 06 0A 032.00,RESIDENTIAL CONDO,09/07/2016,"167,000",20160909-0095038,No,GENERAL SERVICES DISTRICT,108 CANTON  CT,GOODLETTSVILLE,108 CANTON  CT,GOODLETTSVILLE,HOME,100K-199K,2016
54612,026 06 0A 052.00,RESIDENTIAL CONDO,09/12/2016,"162,500",20160914-0096868,No,GENERAL SERVICES DISTRICT,112 CANTON  CT,GOODLETTSVILLE,112 CANTON  CT,GOODLETTSVILLE,HOME,100K-199K,2016
54613,026 06 0A 073.00,RESIDENTIAL CONDO,09/16/2016,"181,000",20160920-0098691,No,GENERAL SERVICES DISTRICT,128 CANTON  CT,GOODLETTSVILLE,128 CANTON  CT,GOODLETTSVILLE,HOME,100K-199K,2016
54614,026 07 0 012.00,ZERO LOT LINE,09/02/2016,"140,000",20160908-0094644,No,CITY OF GOODLETTSVILLE,118  CHAMPNEY CT,GOODLETTSVILLE,118 CHAMPNEY  CT,GOODLETTSVILLE,HOME,100K-199K,2016
54615,026 07 0 015.00,ZERO LOT LINE,09/07/2016,"132,500",20160907-0094297,No,CITY OF GOODLETTSVILLE,124  CHAMPNEY CT,GOODLETTSVILLE,124 CHAMPNEY  CT,GOODLETTSVILLE,HOME,100K-199K,2016
54616,026 07 0 100.00,SINGLE FAMILY,09/15/2016,"175,000",20160920-0098806,No,CITY OF GOODLETTSVILLE,112  CORBRIDGE CT,GOODLETTSVILLE,112 CORBRIDGE  CT,GOODLETTSVILLE,HOME,100K-199K,2016
55552,188 10 0A 023.00,VACANT RESIDENTIAL LAND,10/18/2016,"90,000",20161018-0110119,Yes,GENERAL SERVICES DISTRICT,2109 GLEN HAVEN  DR,NOLENSVILLE,2109 GLEN HAVEN  DR,NOLENSVILLE,LAND,Below 100K,2016
56036,018 12 0 015.00,SINGLE FAMILY,10/20/2016,"179,000",20161025-0112573,No,CITY OF GOODLETTSVILLE,207  FANNIN DR,GOODLETTSVILLE,207 FANNIN  DR,GOODLETTSVILLE,HOME,100K-199K,2016
56037,025 03 0 030.00,SINGLE FAMILY,10/04/2016,"170,000",20161006-0105787,No,CITY OF GOODLETTSVILLE,423  MONCRIEF AVE,GOODLETTSVILLE,423 MONCRIEF  AVE,GOODLETTSVILLE,HOME,100K-199K,2016
56038,026 01 0 024.00,SINGLE FAMILY,10/24/2016,"98,000",20161027-0113757,No,CITY OF GOODLETTSVILLE,117  EAST AVE,GOODLETTSVILLE,117 EAST  AVE,GOODLETTSVILLE,HOME,Below 100K,2016
56039,032 09 0 008.00,SINGLE FAMILY,10/13/2016,"118,000",20161021-0111771,No,GENERAL SERVICES DISTRICT,100  CRYSTAL CT,NASHVILLE,100 CRYSTAL  CT,NASHVILLE,HOME,100K-199K,2016
56040,033 03 0B 100.00,SINGLE FAMILY,10/14/2016,"219,000",20161020-0111002,No,GENERAL SERVICES DISTRICT,122 IVY HILL  LN,GOODLETTSVILLE,122 IVY HILL  LN,GOODLETTSVILLE,HOME,200K-299K,2016
56041,033 03 0B 105.00,SINGLE FAMILY,10/31/2016,"217,900",20161102-0115681,No,GENERAL SERVICES DISTRICT,132 IVY HILL  LN,GOODLETTSVILLE,132 IVY HILL  LN,GOODLETTSVILLE,HOME,200K-299K,2016
56061,026 06 0 082.00,SINGLE FAMILY,10/28/2016,"189,900",20161031-0114800,No,CITY OF GOODLETTSVILLE,124  BUCKINGHAM CT,GOODLETTSVILLE,124 BUCKINGHAM  CT,GOODLETTSVILLE,HOME,100K-199K,2016
56062,026 07 0 095.00,SINGLE FAMILY,10/14/2016,"160,000",20161018-0110041,No,CITY OF GOODLETTSVILLE,122  CORBRIDGE CT,GOODLETTSVILLE,122 CORBRIDGE  CT,GOODLETTSVILLE,HOME,100K-199K,2016
56063,026 07 0 184.00,SINGLE FAMILY,10/31/2016,"205,000",20161101-0115368,No,CITY OF GOODLETTSVILLE,103  TUDOR CT,GOODLETTSVILLE,103 TUDOR  CT,GOODLETTSVILLE,HOME,200K-299K,2016
56064,026 16 0 028.00,SINGLE FAMILY,10/28/2016,"205,000",20161102-0115831,No,GENERAL SERVICES DISTRICT,213  CUMBERLAND HILLS DR,MADISON,213 CUMBERLAND HILLS  DR,MADISON,HOME,200K-299K,2016
